tweet,autor,posicion_autor,rating
"""Al panteón designado por el propio Tribunal Supremo""",Carmen Calvo,Vicepresidenta y ministra de la Presidencia. Relaciones con las Cortes e Igualdad,Engañoso
"""Previamente al indulto de Barrionuevo y Vera hubo una sentencia del Tribunal de Estrasburgo que hablaba sobre el propio proceso""",José Luis Ábalos,Ministro de Fomento,Falso
"""En Cataluña están prohibidas ya las pelotas de goma""",Íñigo Errejón,Diputado,Verdad a medias
Se supone que las balas de goma estaban prohibidas en Cataluña,Pablo Iglesias,Diputado,Verdad a medias
"""Hace dos años presentamos prohibir el indulto para rebelión y sedición y nos lo rechazaron""",Ana María Pastor,Diputada,Falso
"""Sánchez ha preferido en la Diputación de Barcelona a ERC y el PDeCAT que al PP""",Teodoro García Egea,Diputado,Verdad a medias
"""Lacalle [PP] proponía el pasado 28 de abril privatizar las pensiones""",Pedro Sánchez,Presidente,Falso
"""Llevamos 7 meses consecutivos destruyendo empleo indefinido""",Pablo Casado,Diputado,Engañoso
"""Estamos reduciendo la deuda pública""",Pedro Sánchez,Presidente,Falso
En las últimas elecciones no hubo una sola encuesta que nos acercara ni a los 50 escaños,Albert Rivera,Diputado,Falso
"Si PP, Ciudadanos y Navarra Suma hubiéramos ido juntos tendríamos 165 escaños",Pablo Casado,Diputado,Falso
"""Cuando Pedro Sánchez llega al Gobierno, la inversión internacional en España superaba los 20.000 millones de euros (...). Ahora mismo se ha ido reduciendo paulatinamente y la última cifra es de 3.000 millones""",Pablo Casado,Diputado,Engañoso
"""El Parlamento Europeo en mayo volvió a recordar a España que éramos el único país de Europa que tenía al dictador en un mausoleo público""",Carmen Calvo,Vicepresidenta y ministra de la Presidencia. Relaciones con las Cortes e Igualdad,Falso
"Somos el partido que más propuestas propone en el Parlament, propuestas de resolución y proposiciones de ley",Lorena Roldán,Diputada,Falso
"""La Ley de Seguridad Nacional la aprobó el PP en solitario""",Pablo Casado,Diputado,Falso
"""Madrid es la comunidad con menos deuda de España""",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"""La venta de coches ha caído un 30% [en términos interanuales] y un 9% a lo largo del año""",Teodoro García Egea,Diputado,Verdad a medias
"""El gobierno de España lo único que hace es colaborar presupuestariamente""",Guillermo Fernández Vara,PRESIDENTE,Engañoso
"""No aparece en el documento de 370 medidas""",Noelia Vera,Diputada,Engañoso
Ya hemos incrementado el número de policías y guardias civiles en más del 14%,Fernando Grande-Marlaska,Ministro del Interior,Engañoso
"""El IPI ha caído un 5%""",Pablo Casado,Diputado,Engañoso
"""La contratación indefinida lleva 7 meses en caída libre""",Pablo Casado,Diputado,Engañoso
"""El 50% de Cataluña piensa que una solución es constituirse en una república independiente""",Quim Torra,PRESIDENT DE LA GENERALITAT DE CATALUNYA,Engañoso
"""Ha bastado un año para ver que otra vez con el socialismo en el poder volvemos al estribillo de siempre: más paro, más deuda, más déficit, más impuestos""",Pablo Casado,Diputado,Engañoso
"""Hace seis meses que (Pedro Sánchez) no viene a una sesión de control""",Albert Rivera,Diputado,Verdad a medias
"""El grupo Popular fue el primer partido de España que tuvo ministerio de Medio Ambiente""",Pablo Casado,Diputado,Engañoso
"""Los niños mueren más a manos de mujeres y nunca hablamos de violencia feminista""",Iván Espinosa De Los Monteros,Diputado,Falso
"""España está en recesión""",Teodoro García Egea,Diputado,Falso
"""En Madrid han aumentado muchísimo los robos… Eran más de 63.000 infracciones penales en lo que llevamos de año y en Barcelona estábamos por debajo de las 50.000""",Ada Colau,Alcaldesa Del Ayuntamiento De Barcelona,Falso
"""Los catalanes somos los que pagamos más IRPF en el tramo autonómico""",Lorena Roldán,Diputada,Engañoso
En la educación pública hoy hay 4.000 maestros menos,Íñigo Errejón,Diputado,Falso
"""Jamás en la historia de España ninguna formación política ha aceptado un veto""",Pablo Iglesias,Diputado,Verdad a medias
"""El PSOE ha tenido que hacer gobiernos de coalición en todas las comunidades en las que no tiene mayoría absoluta""",Pablo Iglesias,Diputado,Falso
"""El dato del paro del pasado mes de julio es el peor que hemos vivido en España en los últimos once años""",Ignacio Aguado,Vicepresidente. Consejero de Deportes. Transparencia y Portavoz del Gobierno,Engañoso
"Desde que tiene nuevo Gobierno, Andalucía ha dejado de acoger inmigrantes",María Victoria Chivite Navascués,Presidenta de la Comunidad Foral de Navarra,Falso
"""El único [depósito de aguas pluviales] que hay en Badalona lo construí durante mi mandato""",Xavier García Albiol,Diputado,Engañoso
"""En Madrid, 197.000 niños y niñas están en situación de pobreza extrema""",Ángel Gabilondo,Diputado,Falso
"""Porque [Pedro Sánchez] no ha sido capaz de sacar unos presupuestos por primera vez en la historia""",Teodoro García Egea,Diputado,Falso
"""El PSOE sacó el doble de escaños, más del doble de votos que la siguiente fuerza política""",María Jesús Montero,Ministra de Hacienda,Falso
"""Dos funcionarios de prisiones atienden a una población reclusa de nivel alto de peligrosidad de 140""",Javier Ortega Smith,Diputado,Falso
"""El NYT situaba a Ciudadanos como uno de los partidos más centrados del mundo""",Lorena Roldán,Diputada,Falso
Sánchez decide gobernar una comunidad autónoma [Navarra] con el apoyo de Bildu,Cuca Gamarra,Diputada,Falso
“El pasado mes de junio fue el peor en materia de paro de los últimos diez años”,Pablo Casado,Presidente del PP,Verdad a medias
"""En Navarra gobiernan ustedes con Batasuna""",Albert Rivera,Diputado,Falso
La inversión internacional ya es solo la cuarta parte de la que era antes de que usted llegara a la presidencia,Pablo Casado,Diputado,Engañoso
"""Las distintas encuestas dicen que los votantes del PP lo que exigen es que facilite la constitución de un gobierno""",Pedro Sánchez,Presidente,Falso
"""Nada ha dicho de si va a cumplir con la equiparación salarial de las Fuerzas y Cuerpos de Seguridad del Estado que dejó aprobada el PP""",Pablo Casado,Diputado,Falso
"""Tenemos que actualizar de forma integral nuestro Estatuto de los Trabajadores, que data del año 80 del siglo pasado""",Pedro Sánchez,Presidente,Verdad a medias
"""Entiendo perfectamente que en la encuesta del CIS el ochenta y tantos por ciento de los ciudadanos digan que el principal problema son los políticos""",Margarita Robles,Ministra de Defensa,Falso
"""Entre Ciudadanos y PP presentamos más de 100 enmiendas a la ordenanza de movilidad que regulaba Madrid Central y no aceptaron ni una""",José Luis Martínez-Almeida,Alcalde Del Ayuntamiento De Madrid,Falso
"""(La Constitución) implica un consenso en el que no estuvo en su momento la Alianza Popular de Manuel Fraga""",Pablo Iglesias,Diputado,Engañoso
"""Seguimos liderando ese crecimiento económico""",Pedro Sánchez,Presidente,Falso
"""Cuando Carmena aplicó Madrid Central también hubo un juez que dictó una medida cautelar, por tanto no se pudo poner inmediatamente""",Begoña Villacís,Vicealcaldesa,Falso
"""Ni siquiera Ciudadanos en estos últimos cuatro años, que tenían muchos más escaños que Vox, ha entrado en los gobiernos""",Javier Maroto,Senador,Verdad a medias
"""Este año van a cerrar el 50% de los quirófanos en Andalucía y 1.800 camas que han denunciado los sindicatos""",Susana Díaz,Diputada,Engañoso
"""Han quitado 700 maestros este año en la oferta pública de empleo""",Susana Díaz,Diputada,Verdadero
"""Le van a bajar los impuestos a los grandes ricos de Andalucía, a las 300 familias más ricas""",Susana Díaz,Diputada,Engañoso
"""Cuando IU firmó el pacto conmigo no defendía la autodeterminación""",Susana Díaz,Diputada,Falso
"""Antes de Maragall y de Zapatero, nadie en Cataluña propugnaba ni siquiera la modificación del Estatut de 1980""",Pablo Casado,Diputado,Falso
"""Lo que he hecho ha sido construir un gobierno prácticamente con la mitad de independientes""",Pedro Sánchez,Presidente,Falso
"""Para que haya un presidente socialista [en la Comisión Europea] hay que recordar la figura de Delors, del siglo pasado, los años 80""",Pedro Sánchez,Presidente,Verdad a medias
"""Los recursos de los madrileños están principalmente dedicados a la deuda o a las tramas de corrupción""",Íñigo Errejón,Diputado,Falso
Tenemos 74.000 personas esperando a que le den la dependencia (en la C. de Madrid),Rocío Monasterio,Diputada,Falso
"""El PSOE aventaja al siguiente partido, al PP, en más del doble de diputados""",Felipe Sicilia,Diputado,Falso
"""Que no haya un Gobierno efectivo sino uno en funciones cuesta 132 millones de euros a Cantabria""",Miguel Ángel Revilla,PRESIDENTE,Falso
En cinco meses hemos puesto en marcha en Andalucía 21 unidades de violencia integral de género,Juan Marín,Vicepresidente y consejero de Turismo. Regeneración. Justicia y Administración Local,Engañoso
"""Madrid Central no se ha demostrado eficaz ni para bajar el tráfico privado, ni para reducir la contaminación""",José Luis Martínez-Almeida,Alcalde Del Ayuntamiento De Madrid,Falso
"""Podemos dice que hay que exterminar a Coalición Canaria… y son los términos exactos""",Ana Oramas,Diputada,Falso
"""En las últimas elecciones municipales [en Madrid], PP y Ciudadanos tuvieron 40.000 votos menos""",Javier Ortega Smith,Diputado,Engañoso
"""En Andalucía se está consiguiendo que una tierra que generaba desempleo cree empleo""",Teodoro García Egea,Diputado,Engañoso
"""Por primera vez en un mes de mayo ha caído un 7% la venta de vehículos""",Rafael Hernando,Senador,Falso
"""Se gastan cientos de miles de euros en cambiar el logo de Correos para dejarlo igual""",Ignacio Aguado,Vicepresidente. Consejero de Deportes. Transparencia y Portavoz del Gobierno,Falso
"""Hasta en tres ocasiones lo llevamos al Congreso y el PSOE votó en contra""",Teodoro García Egea,Diputado,Engañoso
"""Vigo es la ciudad más limpia de España según las encuestas de la OCU""",Abel Caballero,Alcalde Del Ayuntamiento De Vigo,Falso
"""Este gobierno en diez meses puso en marcha un nuevo Estatuto de Autonomía en las Islas Canarias""",Pedro Sánchez,Presidente,Falso
"""Talleres en los colegios hablan a nuestros niños de 8 años de zoofilia y parafilia""",Rocío Monasterio,Diputada,Falso
"""En 2008 Obama tuvo que repetir su juramento porque se equivocó en un adverbio""",Pablo Casado,Diputado,Verdad a medias
Ciudadanos empezó la legislatura pactando con PSOE y Podemos quitar las partidas de la concertada,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Verdad a medias
Hay que preguntar si hay derecho a que pasen antes 160.000 inmigrantes (en la sanidad pública) que no cumplen con los requisitos de acceso,Rocío Monasterio San Martín,Diputada,Falso
"""Las donaciones (de Amancio Ortega) no vienen precedidas de un análisis experto que estudie dónde se distribuyen los recursos""",Isabel Serra,Diputada,Falso
«Calle 30 ha aumentado el tráfico en 30.000 vehículos diarios»,Begoña Villacís,Vicealcaldesa,Falso
Usted tuvo la oportunidad de cerrar las embajadas catalanas que tanto daño hacen en España y en el mundo,Dolors Montserrat,Eurodiputado,Falso
«No estoy huido de la justicia»,Carles Puigdemont,Diputado,Falso
"""Es importante votar para replicar los resultados del 28A en la Comunidad de Madrid, donde fuimos primera fuerza política""",Ignacio Aguado,Vicepresidente. Consejero de Deportes. Transparencia y Portavoz del Gobierno,Falso
"""El PP es el partido que fundó Europa”",Pablo Casado,Diputado,Falso
"""Madrid era la candidata perfecta para ser sede de la Autoridad Bancaria Europea y el equipo de Gobierno votó en contra""",Begoña Villacís,Vicealcaldesa,Engañoso
"""Carmena prometió 4.500 viviendas y no ha entregado más que 65""",José Luis Martínez-Almeida,Alcalde Del Ayuntamiento De Madrid,Verdad a medias
"""Solo Almeida está proponiendo rebajas fiscales""",Pablo Casado,Diputado,Falso
"""En Baviera, Île-de-France y Lombardía el paro es del 4% y el abandono escolar es 3 veces inferior al de Madrid""",Ignacio Aguado,Vicepresidente. Consejero de Deportes. Transparencia y Portavoz del Gobierno,Falso
"""En cada cita electoral a la que nos presentamos vamos creciendo""",Begoña Villacís,Vicealcaldesa,Verdad a medias
"""LGE, LOECE, LODE, LOGSE, LOPEG, LOCE, LOE, LOMCE, LOMLOE. Estas son las 9 contrarreformas y reformas del PP y el PSOE""",Albert Rivera,Diputado,Engañoso
"""Hasta el señor Rivera ahora reconoce la foralidad. Hace nada quería suprimir las CC.AA""",Pablo Iglesias,Diputado,Falso
"""Las ciudades donde gobierna Podemos es donde más ha subido el alquiler""",Albert Rivera,Diputado,Engañoso
"""De cada 500.000 embarazos, 100.000 acaban en una interrupción voluntaria""",Pablo Casado,Diputado,Verdadero
"""Entre 2011/2012 y 2013/2014 hubo 18.302 profesores menos y 155.371 alumnos más""",Pedro Sánchez,Presidente,Engañoso
"""Soy el único candidato que está diciendo claramente cuál es su preferencia de Gobierno""",Albert Rivera,Diputado,Falso
"""¿Es muy social subir el impuesto del diesel un 31 por ciento por carburante a 17 millones?""",Pablo Casado,Diputado,Falso
"""La Comisión Europea dice que el déficit y la deuda son insostenibles""",Pablo Casado,Diputado,Falso
"""En España hay 1,8 millones de familias monoparentales que la mitad está en el umbral de la pobreza""",Albert Rivera,Diputado,Verdad a medias
"""Cuando Sánchez llegó a Moncloa se creaban 7.900 empleos y cuando convocó elecciones se destruían 6.800""",Pablo Casado,Diputado,Engañoso
"""El señor Sánchez pacta con Torra, pacta 21 medidas inaceptables""",Albert Rivera,Diputado,Falso
