clasificacion,texto
Falso,Es falso que los acusados del crimen de Báez Sosa gozan de prisión domiciliaria
Falso,Es falso que “Daniel Miguel Medina” es un ex combatiente que vive en la pobreza
Falso,"No, no es real la foto de Hebe de Bonafini y Jorge Videla juntos"
Falso,Es falso que Victoria Donda dijo: “No todas las vidas valen igual”
Falso,"No, esta caricatura del conflicto con el Mercosur no fue publicada por el New York Times y está editada"
Verdadero,"Acuña: “Movilizamos alrededor de 700 mil personas en torno a las escuelas y sólo se contagiaron el 0,17%”"
Falso,Es falsa la foto de Mauricio Macri junto a Jorge Videla
Falso,Es falso que para el Financial Times “los problemas de Argentina son los 120 años de oligarquía”
Falso,Es falso que en el Hospital Muñiz murió un médico llamado “Marcos Vargas” por atender pacientes con coronavirus
Falso,Son falsas estas declaraciones de Chinda Brandolino sobre vacunas
Falso,Meritello: “En un año y 4 meses no hemos tenido una sola denuncia de corrupción”
Falso,"No, Pablo Echarri no dijo “todo lo que se ve en Formosa es una gran puesta en escena del macrismo”"
Verdadero,"Larreta: “Las últimas estadísticas [de seguridad] nos muestran que todos los delitos, año tras año, vienen bajando en la Ciudad”"
Verdadero,"Larreta: “Quienes más trabajo [privado] generan en la Ciudad son las PyMEs. De cada 10 trabajadores, 7 lo hacen en ellas”"
Falso,Larreta: “La OMS nos distinguió entre las 15 mejores respuestas sociosanitarias urbanas que se implementaron [en el marco de la pandemia]”
Verdadero,"Larreta: “En 2020, se duplicó la cantidad de chicos de primaria que pasaron de grado sin tener todos los contenidos aprendidos”"
Falso,Patricia Bullrich: “La Argentina es el país que tiene más presos extranjeros de la región”
Verdadero,Son verdaderas las frases de Raúl Alfonsín con críticas a Elisa Carrió
Falso,"No, la bandera de Madres de Plaza de Mayo durante la dictadura no dice “9 mil desaparecidos” sino “30 mil”"
Falso,Es falso que Gendarmería nacional “abandonó el Conurbano”
Falso,"Carignano: “Había una disposición que permitía que una determinada nacionalidad [venezolana] pueda ingresar al país, y entraron más de 600 mil, sin documentos, con documentos vencidos y sin verificar antecedentes penales”"
Falso,"No, esta imagen no corresponde a la Ciudad sino que pertenece a China y fue publicada en 2012"
Falso,Es falso que el barbijo ya no es obligatorio en la Argentina como señala un posteo en Facebook
Falso,No son ciertas las afirmaciones de una pediatra sobre el uso del barbijo en la escuela y los asintomáticos que no contagian
Falso,Es falso que la ley que prohíbe el cambio de uso de las tierras incendiadas en España terminó con los siniestros
Falso,Es engañoso el posteo del antes y el después de obras en la Villa 31
Verdadero,"Massa: “Este nuevo piso llevará a que, del total de los 6.900.000 de jubilaciones y pensiones, sólo 30 mil continúen pagando Ganancias”"
Falso,"No, no es verdad que en Dinamarca las personas que reciben ayuda social no pueden votar"
Falso,"No, Myriam Bregman no presentó un proyecto para dejar de llamar “machos” y “hembras” a los enchufes"
Verdadero,Quirós: “La Ciudad de Buenos Aires tiene una pirámide poblacional más envejecida que el promedio”
Verdadero,Soria: “El 56% de la estructura del Poder Judicial está conformada por mujeres. Pero solo el 31% de ellas llega a grandes cargos”
Falso,"Son falsas varias afirmaciones del documental “The Big Reset” sobre la pandemia, la prueba de PCR y las vacunas contra el coronavirus (parte II)"
Verdadero,"Alberto Fernández: “Hasta hoy llegaron al país 4 millones de dosis, un 6% de las dosis que hemos contratado”"
Falso,Es falso que Cristina Fernández de Kirchner fue vacunada contra el coronavirus sin barbijo y sin aguja
Falso,"Son falsas varias afirmaciones del documental “The Big Reset” sobre la pandemia, la prueba de PCR y las vacunas contra el coronavirus (parte I)"
Falso,La foto de 2 integrantes de la CGT controlando precios sin barbijo es anterior a la pandemia del coronavirus
Verdadero,Quirós: “La Ciudad de Buenos Aires tiene una carga de trabajadores de la salud muy superior al promedio de la Argentina”
Verdadero,"Guzmán: “[Logramos] alrededor de US$ 37 mil millones de alivio, con respecto a lo que era la deuda pre reestructuración, en un período de 10 años”"
Falso,Guzmán: “Se incrementó en US$ 100 mil millones la deuda [durante el gobierno de Cambiemos]”
Falso,Guzmán: “Lo que le prestó el FMI a la Argentina bajo el gobierno de Macri es igual a todo lo que prestó a todos los países del mundo en el año de la pandemia”
Falso,"Alberto Fernández: “Ante la necesidad de suspender las clases presenciales, situación que también se verificó en 190 países, el Gobierno nacional y las 24 jurisdicciones desplegaron recursos educativos”"
Verdadero,"Facundo Moyano, sobre Cambiemos: “Dijeron que en su gobierno los trabajadores no iban a pagar Ganancias y se duplicó la cantidad de trabajadores alcanzados”"
Falso,Es falso que Cristina Fernández de Kirchner anunció en 2012 la compra de 26 aviones para incendios pero no llegó ninguno
Verdadero,"Es verdadero el posteo sobre la cita de Alberto Fernández y Gildo Insfrán, y el nivel de vida en Formosa"
Falso,Son engañosas las imágenes que muestran a jubilados golpeados en una marcha contra el Gobierno
Verdadero,"Facundo Moyano: “El punto más alto de asalariados que pagó Ganancias se dio en 2013, con el 30%”"
Falso,Es falso que en marzo de 2021 el Gobierno decidió dar un aumento del 3% y un bono de $ 1.200 a los jubilados
Falso,"No, Patricia Bullrich y su comitiva no se trasladaron a Formosa en un avión de Vicentin"
Verdadero,Alberto Fernández: “El nuevo plan Potenciar Trabaja hoy alcanza a 820 mil titulares. Los beneficiarios cobran la mitad del salario mínimo y se vinculan con el mercado laboral formal”
Falso,"Waldo Wolff, sobre el coronavirus: “La Argentina está entre los 10 países con más muertos por millón de habitantes en el mundo”"
Verdadero,"Alberto Fernández: “Aumentamos el número de ingresos de investigadoras e investigadores, el número de becas doctorales y postdoctorales”"
Falso,"No, el uso de barbijos no produce hipercapnia que pueda derivar en cáncer"
Falso,Son falsos estos tuits de Gildo Insfrán y La Cámpora sobre la represión en Formosa
Falso,"No, Hugo Moyano no dijo: “No hace falta estudiar, hace 32 años que dirijo el sindicato”"
Verdadero,Alberto Fernández: “Recompusimos el estipendio de las becas del Conicet”
Falso,Es falso que el uso de barbijos produzca hipoxia y pleuresía
Falso,La foto de Macri rindiéndole homenaje al busto de Thatcher está editada
Falso,Es falso que se hayan descubierto nanorobots dentro de las pruebas PCR
Verdadero,"Alberto Fernández, sobre la recuperación a diciembre de 2020: “El comercio [creció interanual] el 10,7%”"
Verdadero,"Alberto Fernández, sobre la recuperación a diciembre de 2020: “La construcción creció [interanual] el 6,3%”"
Falso,Alberto Fernández: “La Argentina logró el primer puesto en el ranking mundial de la ONU de países con políticas de género en el contexto de la pandemia COVID-19”
Verdadero,Alberto Fernández: “[En el empleo formal] la industria ya recuperó todos los empleos perdidos por la pandemia y ya estamos por encima de diciembre de 2019”
Verdadero,Alberto Fernández: “Hemos iniciado el mayor operativo de vacunación de la historia argentina”
Verdadero,"Alberto Fernández, sobre la reestructuración de la deuda: “Permitió que la Argentina se vea favorecida con un ahorro de US$ 34.800 millones entre el período 2020 y 2030”"
Verdadero,Kicillof: “En los 4 años [de la gestión de Vidal] se había licuado el salario real de nuestra fuerza de seguridad en 26%”
Verdadero,Kicillof: “Hay un déficit que se calcula seguro en más de 1 millón entre viviendas y problemas graves en lo habitacional”
Falso,Kicillof: “Habitualmente los presupuestos provinciales tenían un 3 o un 4% destinados a la inversión de capital”
Verdadero,Kicillof: “De las plazas existentes [en las cárceles bonaerenses] había más que el doble [ocupadas]”
Verdadero,Alberto Fernández: “Establecimos el cupo laboral travesti trans en la Administración Pública Nacional”
Verdadero,Alberto Fernández: “Iniciamos este año con uno de los más significativos incrementos presupuestarios de la educación argentina en estos casi 40 años de vida democrática”
Falso,"Alberto Fernández: “Este año más que duplicamos los esfuerzos de 2019 en la inversión en Ciencia, Innovación y Desarrollo”"
Verdadero,"Alberto Fernández: “En el caso de los miembros de la Corte Suprema, acceder a la declaración jurada de sus bienes es virtualmente imposible”"
Verdadero,Alberto Fernández: “El Gobierno que me precedió solicitó el préstamo más grande de la historia del Fondo Monetario Internacional”
Verdadero,Alberto Fernández: “Durante 2020 pudimos reducir en 18 puntos la inflación que heredamos en 2019”
Falso,Alberto Fernández: “Ningún magistrado ni funcionario judicial paga hoy el impuesto a las Ganancias”
Verdadero,"Alberto Fernández, sobre la recuperación del sector industrial: “El último diciembre de 2020 estaba en un 4,5% por encima del mismo mes de 2019”"
Falso,Alberto Fernández: “Por primera vez elaboramos un presupuesto nacional con perspectiva de género”
Falso,Alberto Fernández: “Incrementamos un 40% el decomiso de kilos de marihuana en relación a 2019”
Verdadero,"Alberto Fernández: “Recibimos un país que en 4 años había desinvertido de manera sistemática en la Educación, con una caída de más del 30% del presupuesto educativo nacional”"
Falso,Alberto Fernández: “Preservamos el ingreso de jubilados y jubiladas aumentando sus haberes y otorgándoles bonos adicionales”
Verdadero,Alberto Fernández: “Construimos 12 hospitales modulares en tiempo récord”
Verdadero,"Alberto Fernández: “Incorporamos más de 4 mil unidades de terapias intensivas, que implicó un aumento del 47% de la capacidad instalada”"
Falso,"Alberto Fernández, sobre el primer semestre de 2020: “En esta crisis inmensa, la pobreza creció menos que entre 2017 y 2019, cuando subió de 25,7% a 35,5%”"
Verdadero,Alberto Fernández: “Hoy el 10% de los países acapara el 90% de las vacunas existentes”
Falso,"No, Baradel no dijo sobre los docentes: “Si no les alcanza lo que se les paga, busquen otro trabajo”"
Falso,Es falso que Cristina Fernández de Kirchner fue “multivacunada” contra el coronavirus
Falso,"No, no se abrió una oficina de la ANSES en Paraguay"
Falso,Es falso que la vacuna contra el coronavirus “te puede dejar estéril”
Verdadero,Es verdadero que Cristina Fernández de Kirchner vetó el 82% móvil para los jubilados
Falso,Es falso que la Provincia de Buenos Aires ya terminó de vacunar a todo su personal de salud
Falso,"No, no es cierto que Baradel propuso “incorporar lenguas originarias y así preparar a los chicos para un futuro, que será más justo y equitativo para todos”"
Verdadero,Alberto Fernández: “El 10% de los países concentran el 90% de las vacunas existentes”
Falso,Es falso que la investigación de la vacuna contra el coronavirus de la UNSAM está por iniciar la fase III
Falso,No hay evidencia de que tomar agua helada pueda provocar riesgos de muerte y cáncer
Verdadero,"Ocaña: “A esta altura iba a haber 20 millones de vacunas en la Argentina y no llegan a 2 millones de vacunas, menos del 10%”"
Falso,Delfina Rossi: “La Provincia de Buenos Aires ya terminó de vacunar a todo su personal de salud”
Falso,Es falso que el uso del barbijo produce hipoxia
Falso,"No, la sobrina de Fabiola Yáñez no fue designada como presidenta del Banco Provincia"
Falso,Es falso que las pruebas PCR vienen con resultados positivos o negativos de origen
Falso,"Es falso que en este video “doctores, enfermeras, policías y bomberos” festejan que ya no son parte “del orden mundial” y la “plandemia”"
Falso,Es falso que un médico italiano murió tras aplicarse la segunda dosis de la vacuna Pfizer
Falso,"No, este video no prueba que una lata de Red Bull dio positivo de coronavirus"
Verdadero,"Kulfas, sobre la recuperación del sector industrial: “Van 5 meses seguidos de crecimiento y generación de empleos nuevos”"
Falso,"No, no es Estanislao Fernández quien está manejando una Ferrari en Puerto Madero"
