clasificacion,texto
Falso,"Esta cifra coincide con los últimos datos disponibles, del Censo 2010. La educación inicial de calidad permite mejorar los aprendizajes futuros."
Verdadero,"Según Aníbal Fernández, tenemos menos pobreza que Alemania"
Verdadero,Las diferentes mediciones muestran que la población en situación precaria es mayor en la Argentina que en el país europeo.
Falso,"Entre 2011 y 2015, la Presidenta enfrentó cinco huelgas, a diferencia de lo que ocurrió en su primera gestión. En un ranking que encabezan Alfonsín y De la Rúa, el período kirchnerista es el de menos paros en democracia."
Verdadero,El líder sindicalista opositor lo señaló en un acto antes del paro general. Los ingresos medios están efectivamente en ese nivel.
Verdadero,"La construcción de las líneas de subterráneo incluye diferentes etapas, que van desde la licitación a la inauguración, y que pueden suceder durante distintas gestiones. Depende del criterio que se utilice cambia cuál fue la gestión que más “hizo”."
Falso,La proporción de mujeres entre los Ni-Ni es mayoritaria. Muchas se dedican a tareas domésticas y la situación es más marcada entre las más pobres.
Verdadero,"El gobernador y precandidato presidencial fue quien llevó adelante una revaluación del valor de los terrenos que incidió en la presión fiscal. Hubo revalúos anteriores, como el de 1995, pero que no tuvieron impacto en el total recaudado."
Falso,Los datos oficiales muestran ese incremento. La deuda también aumentó en términos relativos.
Verdadero,"De las tres iniciativas mencionadas una tuvo un gran apoyo de los partidos de la oposición, y otra fue producto de un decreto, por lo que no pasó por el Congreso."
Falso,"El cálculo de gastos en Publicidad está basado en estimaciones para 2015 y no en las cifras disponibles. Además, el costo de un “patrullero” surge de una fórmula no develada por el equipo de Massa que combina camionetas, autos y motos policiales."
Falso,Los datos oficiales de la provincia muestran un crecimiento por debajo del Producto Bruto Interno (PBI) nacional.
Falso,"Si bien el Gobernador bajó en esa proporción algunos impuestos, el aumento de las alícuotas y la creación de nuevas tasas provocaron que la presión fiscal creciera y se encuentre en niveles récord, como en la Nación y los impuestos provinciales en general."
Falso,"Según estimaciones propias de Chequeado y de Cimientos con los últimos datos oficiales, el número mencionado por el periodista y dirigente del PRO es correcto. Los datos no indican, necesariamente, la salida definitiva del sistema educativo."
Verdadero,La cifra coincide con los habitantes de asentamientos informales o viviendas en malas condiciones y la Ciudad redujo los recursos destinados al área.
Verdadero,"Lo afirmó la directora del Consejo Nacional de la Mujer. En los cargos más altos del Poder Ejecutivo Nacional la proporción es menor, aunque en cargos más bajos llega a esa cifra."
Falso,"La Argentina se ubica en esa posición, de acuerdo con un estudio de la ONG Save The Children que considera varios indicadores, entre ellos, la mortalidad materno-infantil y la educación formal."
Verdadero,Los datos que la compañía presenta ante la Comisión de Valores de los Estados Unidos confirman esta evolución desde el inicio de la gestión estatal.
Verdadero,El sector industrial provincial cayó entre 2013 y 2014. Las fuentes consultadas señalan que la desaceleración se relaciona más con la caída general del nivel de actividad y el sector externo que con los controles de divisas que se aplican desde 2011.
Falso,¿El Estado financia el programa “Ahora 12”?
Falso,"Un spot televisivo del Gobierno afirma que es así. En realidad, el financiemiento lo proveen diferentes actores de la transacción, aunque el Banco Central implementó políticas para promoverlo."
Falso,"Reutemann, sobre retenciones: “Muy pocos países del mundo tienen este tipo de impuestos”"
Falso,"Casi 30% de los países aplican estas restricciones, aunque lo hacen en casos puntuales y con alícuotas más bajas."
Falso,"El ministro de Economía argumentó así que el piso de Ganancias no es bajo. Es cierto que, utilizando el IPC Congreso, el valor real del mínimo hoy es mayor que en 2004, pero hubo otros años donde fue mayor, y hoy paga el tributo un porcentaje más grande de trabajadores que entonces."
Falso,"Entre 2012 y 2013, gran parte del período de gestión del secretario de Seguridad, la población carcelaria total aumentó en 2.000 detenidos y las infracciones a la Ley de Estupefacientes en un número cercano a 600. Aun considerando los presos en 2014 de todo el país, cuya cifra oficial final está sin publicar, su frase no se sostiene."
Falso,La cantidad de armas de fuego sacadas de circulación desde 2003 hasta la actualidad es más de siete veces mayor a las destruidas durante todas las Presidencias del período 1993-2002; aún así los especialistas señalan que la cantidad de armas ilegales en circulación continúa siendo un problema.
Verdadero,La precandidata a presidente de SurGen se refirió a la decadencia social de las últimas cuatro décadas a partir de dos indicadores que le dan la razón.
Verdadero,"Los homicidios crecieron entre 2012 y 2013, aunque la suba se dio exclusivamente en las comunas del sur. En esta zona se registran cinco veces más muertes por crímenes que en la región norte en relación a su población."
Verdadero,"La cantidad de años promedio en el cargo es menor a la señalada, aunque es importante. Los especialistas destacan la ventaja de los oficialismos en la competencia por la Intendencia, así como ocurre con otros distritos."
Falso,"Santa Fe recibió partidas del Gobierno nacional, importantes en términos absolutos, pero por debajo del promedio nacional, si se tiene en cuenta la cantidad de habitantes de la provincia."
Falso,Los datos de deserción escolar respaldan lo dicho por el candidato del PRO. Pero los que abandonan no “quedan fuera” sino que reingresan con sobreedad y se titulan en educación de adultos o modalidades alternativas.
Verdadero,"Según Scioli, su gestión logró la “tasa más baja de desempleo”"
Verdadero,"Los niveles de desempleo más bajos en los últimos veinte años se dieron durante su gobierno en la Provincia, pero volvieron a subir en el último año."
Verdadero,"Según el IPC Congreso, la Argentina se posiciona segunda entre los países con mayor inflación. El país se ubica tercero si se consideran los datos oficiales y el IPC 9-Provincias del Centro CIFRA."
Verdadero,"La mayoría de los miembros de los Poderes Judiciales nacional y provinciales no tributa Ganancias. Existen algunas provincias donde lo hacen; el Poder Ejecutivo Nacional, por su parte, podría exigir el pago pero no lo hace."
Verdadero,"Dentro del partido un sector llevó adelante políticas públicas a favor de la no discriminación por orientación sexual. Pero no hubo un apoyo total a la norma que legalizó la unión entre personas del mismo sexo, y muchos votaron en contra."
Falso,Cada 5 minutos una chica menor de 20 años es mamá
Falso,Los datos confirman la frecuencia del embarazo adolescente y muestran que el fenómeno se mantiene desde hace varios años.
Verdadero,"No fue ésta la única administración que reguló la renta financiera. Durante las presidencias de Perón y De la Rúa también se establecieron impuestos. Pero estos fueron derogados, mientras que la reforma que aprobó el Congreso en 2013 -que grava los dividendos y acciones- está vigente."
Falso,"Los montos reales de inversión durante la gestión PRO son los más altos desde 2003. Sin embargo, la participación de ese ítem como porcentaje del presupuesto total se redujo a diferencia de otras partidas con montos similares, como Publicidad."
Verdadero,El jefe de Gobierno porteño en 2015 vetó más leyes que el Poder Ejecutivo Nacional.
Falso,CFK: “Cuando Néstor [Kirchner] llegó al Gobierno (…) los jubilados representaban el 66%”
Verdadero,"Massa: “De cada $100 que los misioneros pagan de impuestos, $76 se los lleva Cristina”"
Verdadero,"El precandidato a presidente del Frente Renovador lo puso como ejemplo de la centralización de los recursos. Si bien el gobierno nacional se queda con la mayor parte, una porción importante se destina a la ANSES, que cubre jubilaciones en todo el territorio."
Verdadero,"El empleo no registrado aumentó entre 2013 y 2014; pero la tendencia muestra que la proporción de trabajadores en esta situación no crece, como dijo el secretario general de la CTA opositora, sino que está estancada desde 2010."
Falso,Clarín: “Aprenden menos los alumnos del Norte del país”
